video_id,image,fall_probability,confidence,label,reason
2654560,frame_4065.jpg,80,85,fallOnEscalator,"The person appears to be on their hands and knees, which is a common position after a fall. The escalator is stationary, suggesting the person may have tripped or lost balance."
2654560,frame_4070.jpg,0,100,normal,"The person is standing on the escalator steps, which is a normal and safe position. There is no indication of any fall or accident."
2654560,frame_4075.jpg,0,100,normal,"The image shows a person standing on the escalator steps, not in a position that suggests a fall has occurred. The person appears to be holding onto the handrail, which is a common and safe practice when using escalators."
2654560,frame_4080.jpg,0,100,normal,"The image shows a person standing on the escalator steps, which indicates they are using the escalator properly. There are no signs of a fall, such as a person lying on the ground or an overturned bag. The person appears to be in a normal, upright position, suggesting they are not in a situation where they have fallen."
2654560,frame_4085.jpg,0,100,normal,"The image shows a person standing on the escalator steps, which indicates they are using the escalator properly. There are no signs of a fall, such as a person lying on the ground or an overturned bag. The person appears to be in control and is not in a position that suggests they have fallen."
2654560,frame_4090.jpg,50,80,fallOnEscalator,"The person is standing on the edge of the escalator, which is a risky position. However, there is no clear indication of a fall, such as a person on the ground or a visible impact."
2654560,frame_4095.jpg,0,100,normal,"The image shows a person standing on the escalator steps, which indicates they are using the escalator properly and there is no indication of a fall."
2654560,frame_4100.jpg,0,100,normal,"The image shows a person standing on the escalator steps, which indicates they are using the escalator properly. There are no signs of a fall, such as a person lying on the ground or an overturned bag. The person appears to be holding onto the handrail, which is a common safety practice when using escalators."
2654560,frame_4105.jpg,0,100,normal,"The image shows a person standing upright on the escalator, holding onto the handrail, with no signs of a fall or any indication of an accident. The person appears to be using the escalator normally."
2654560,frame_4110.jpg,0,100,normal,"The person is standing on the escalator steps, which is a normal and safe position. There are no visible signs of a fall, such as the person being on the ground or in an unusual position."
2654560,frame_4115.jpg,50,80,fallOnEscalator,"The image shows a person bending over on an escalator, which could indicate they have fallen or are assisting someone who has. However, without additional context, it's not possible to determine the exact situation with certainty."
2654560,frame_4120.jpg,50,80,fallOnEscalator,"The person appears to be standing on the escalator steps, which is a common position for someone who has just stepped on or is about to step off. There is no visible indication of a fall, such as a person lying on the ground or an object scattered around. However, without additional context, it's not possible to rule out the possibility entirely."
2654560,frame_4125.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or control."
2654560,frame_4130.jpg,0,100,normal,"The person is standing on the escalator steps, not on the handrail or in a position that suggests they are about to fall."
2654560,frame_4135.jpg,0,100,normal,"The person appears to be standing normally on the escalator steps, with no visible signs of a fall or distress."
2654560,frame_4140.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or control."
2654560,frame_4145.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or control."
2654560,frame_4150.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or control."
2654560,frame_4155.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or movement that would suggest a fall."
2654560,frame_4160.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or movement that would suggest a fall."
2654560,frame_4165.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or movement that would suggest a fall."
2654560,frame_4170.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or movement that would suggest a fall."
2654560,frame_4175.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or fall."
2654560,frame_4180.jpg,0,100,normal,"The person appears to be standing normally on the escalator steps, with no visible signs of a fall or distress."
2654560,frame_4185.jpg,0,100,normal,"The person appears to be standing normally on the escalator steps, with no visible signs of a fall or any unusual posture that would indicate a fall has occurred."
2654560,frame_4190.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or other factors that would suggest a fall is imminent."
2654560,frame_4195.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or control."
2654560,frame_4200.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or control."
2654560,frame_4205.jpg,0,100,normal,"The person in the image is standing upright and holding onto the handrail, which suggests they are using the escalator safely. There are no visible signs of a fall or any other incident."
2654560,frame_4210.jpg,0,100,normal,"The person is standing on the escalator steps, holding onto the handrail, and there is no indication of any loss of balance or control."
2654560,frame_4215.jpg,0,100,normal,"The image shows a person standing on the escalator steps, which indicates they are using the escalator properly and there is no indication of a fall."
2654560,frame_4220.jpg,0,100,normal,"The image shows a person standing on an escalator, and there is no indication of any fall or accident. The person appears to be using the escalator normally."
2654560,frame_4225.jpg,0,100,normal,"The image shows a person standing on an escalator, and there are no visible signs of a fall, such as people lying on the ground or objects scattered around. The person appears to be moving normally on the escalator."
2654560,frame_4230.jpg,0,100,normal,"The image shows a person standing on an escalator, and there is no indication of any fall or accident. The person appears to be moving normally, and there are no visible signs of distress or an incident."
2654560,frame_4235.jpg,0,100,normal,"The image shows a person standing on the escalator steps, which indicates they are using it properly. There are no signs of a fall, such as someone lying on the ground or an object scattered around. The person appears to be in control and moving safely."
2654560,frame_4240.jpg,0,100,normal,"The person is standing on the escalator steps, and there is no indication of any fall or accident."
2654560,frame_4245.jpg,0,100,normal,"The person appears to be standing normally on the escalator, and there are no visible signs of a fall, such as a person lying on the ground or an overturned bag."
2654609,frame_4300.jpg,0,100,normal,The person is standing upright and appears to be using the escalator normally without any signs of distress or imbalance.
2654609,frame_4304.jpg,0,100,normal,"The person is standing upright and holding onto the handrail, indicating they are using the escalator safely. There are no visible signs of a fall or any other incident."
2654609,frame_4309.jpg,0,100,normal,"The person is standing upright and holding onto the handrail, indicating they are using the escalator safely."
2654609,frame_4314.jpg,0,100,normal,"The person is standing upright and holding onto the handrail, indicating they are using the escalator safely. There are no visible signs of a fall or any other incident."
2654609,frame_4319.jpg,0,100,normal,"The person is standing upright and holding onto the handrail, indicating they are using the escalator properly. There are no visible signs of a fall, such as the person lying on the ground or any disarray."
2654609,frame_4324.jpg,50,80,fallOnEscalator,"The person is standing sideways on the escalator, which is not a typical or safe position. This could increase the risk of a fall, but without additional context, it's not possible to determine the exact likelihood."
2654609,frame_4329.jpg,80,90,fallOnEscalator,"The person appears to be in a dynamic position, with one leg extended and arms outstretched, which is typical of someone who has lost balance and is falling. The escalator's motion and the person's posture suggest a loss of control, increasing the likelihood of a fall."
2654609,frame_4334.jpg,80,90,fallOnEscalator,"The person appears to be lying on the escalator steps, which is a common position for someone who has fallen. The lack of other people around and the person's position suggest an incident."
2654609,frame_4339.jpg,90,95,fallOnEscalator,"The person is lying on the escalator steps, which is a common position for someone who has fallen. The lack of other people and the person's position suggest an accidental fall."
2654609,frame_4344.jpg,80,90,fallOnEscalator,"The person is lying on the escalator steps, which is a common position for someone who has fallen. The lack of other people around and the person's position suggest an accidental fall."
2654609,frame_4349.jpg,90,95,fallOnEscalator,"The person is in an unusual position on the escalator, with their body extended and arms outstretched, which is not a typical posture for someone using an escalator. This suggests they may have lost balance or fallen."
2654609,frame_4354.jpg,90,95,fallOnEscalator,"The image shows a person lying on an escalator, which strongly suggests they have fallen. The position and context strongly indicate an accidental fall rather than intentional activity."
2654609,frame_4359.jpg,80,90,fallOnEscalator,"The person is lying on the escalator steps, which is a common position for someone who has fallen. The escalator is stationary, and there are no visible signs of movement, which suggests that the person may have intentionally laid down or was unable to stand."
2654609,frame_4364.jpg,80,90,fallOnEscalator,"The person appears to be in a position that suggests they have lost balance and are sliding down the escalator, which is a common scenario for falls."
2654609,frame_4369.jpg,90,95,fallOnEscalator,"The person is lying on the escalator steps, which is a common position for someone who has fallen. The lack of other people around and the person's position suggest an accidental fall."
2654609,frame_4374.jpg,80,90,fallOnEscalator,"The person appears to be in a position that suggests they have lost balance and are falling backward, which is a common scenario for falls on escalators."
2654609,frame_4379.jpg,90,95,fallOnEscalator,"The person appears to be in an unusual position on the escalator, with their body leaning backward and arms extended, which is not a typical posture for someone standing or walking on an escalator. This suggests that they may have lost balance and fallen."
2654609,frame_4384.jpg,90,95,fallOnEscalator,"The image shows a person lying on an escalator, which strongly suggests they have fallen. The position of the person and the context of the escalator environment support this conclusion."
2654609,frame_4389.jpg,80,90,fallOnEscalator,"The person is bent over and appears to be in a position that suggests they may have lost balance or fallen. The context of the image, with the person on the escalator, supports this interpretation."
2654609,frame_4394.jpg,80,90,fallOnEscalator,"The person is bent over and appears to be in a position that suggests they may have lost balance or fallen. The context of the image, with the person on the escalator, supports this interpretation."
2654609,frame_4399.jpg,80,90,fallOnEscalator,"The person is lying on the escalator steps, which is a common position for someone who has fallen. The lack of other people around and the person's position suggest an incident."
2654609,frame_4404.jpg,80,90,fallOnEscalator,"The person is bent over and appears to be in a position that suggests they may have lost balance or fallen. The context of the image, with the person on the escalator, supports this interpretation."
2654609,frame_4409.jpg,80,90,fallOnEscalator,"The person is lying on the escalator steps, which is a common position for someone who has fallen. The escalator is stationary, and there are no visible signs of movement, which supports the likelihood of a fall."
2654609,frame_4414.jpg,80,90,fallOnEscalator,"The person is lying on the escalator steps, which is a common position for someone who has fallen. The escalator is not in motion, which is typical after a fall."
2654609,frame_4419.jpg,80,90,fallOnEscalator,"The person is lying on the escalator steps, which is a common position for someone who has fallen. The lack of other people nearby and the person's position on the steps suggest an accidental fall."
2654609,frame_4424.jpg,80,90,fallOnEscalator,"The person is lying on the escalator steps, which is a common position for someone who has fallen. The lack of other people around and the person's position suggest an accidental fall."
2654609,frame_4429.jpg,80,90,fallOnEscalator,"The person is lying on the escalator steps, which is a common position for someone who has fallen. The lack of other people nearby and the person's position on the steps suggest they may have slipped or lost balance."
2654609,frame_4434.jpg,80,90,fallOnEscalator,"The person is lying on the escalator steps, which is an unusual and unsafe position, suggesting they may have fallen."
2654609,frame_4439.jpg,80,90,fallOnEscalator,"The person appears to be in a position that suggests they have lost balance and fallen, which is a common cause of escalator accidents. The image shows the person in a dynamic, uncontrolled position, which supports the likelihood of a fall."
2654609,frame_4444.jpg,80,90,fallOnEscalator,"The image shows a person lying on an escalator, which suggests they may have fallen. The position and context strongly indicate an incident, though the exact cause is not clear."
2654609,frame_4449.jpg,0,100,normal,"The image shows a person standing on the escalator, not in a position that suggests they have fallen. The escalator appears to be functioning normally without any visible obstructions or incidents."
2654609,frame_4454.jpg,80,90,fallOnEscalator,"The person appears to be in an unusual position on the escalator, which could indicate a fall. However, without additional context, it's not possible to be certain."
2654609,frame_4459.jpg,80,90,fallOnEscalator,"The person appears to be in a position that suggests they may have lost balance or control, which is a common cause of falls on escalators."
2654609,frame_4464.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4469.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4474.jpg,0,100,normal,The escalator appears to be functioning normally with no visible obstructions or people in distress. The person is standing upright and moving at a steady pace.
2654609,frame_4479.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4484.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4489.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4494.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The person on the escalator is standing upright, indicating no fall has occurred."
2654609,frame_4499.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4504.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The person on the escalator is standing upright, indicating no fall has occurred."
2654609,frame_4509.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4514.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4519.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4524.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4529.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. There are no signs of a fall, such as people lying on the ground or objects scattered around."
2654609,frame_4534.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. There are no signs of a fall, such as people lying on the ground or broken equipment."
2654609,frame_4539.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. There are no signs of a recent fall, such as debris or people gathered around the escalator."
2654609,frame_4544.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4549.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4554.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4559.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4564.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4569.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4574.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4579.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4584.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. There are no signs of a recent fall, such as debris or people gathered around the escalator."
2654609,frame_4589.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. There are no signs of a recent fall, such as scattered belongings or people checking on someone."
2654609,frame_4594.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654609,frame_4599.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The area is clean and well-maintained, suggesting a safe environment."
2654992,frame_4566.jpg,0,100,normal,"The image shows a person using the escalator normally without any signs of a fall, such as a person lying on the ground or an obstruction on the escalator."
2654992,frame_4570.jpg,0,100,normal,"The image shows a person standing on the escalator, and there are no visible signs of a fall, such as people lying on the ground or objects scattered around. The escalator appears to be functioning normally."
2654992,frame_4575.jpg,0,100,normal,"The image shows a person standing upright and moving normally on the escalator, with no signs of a fall or any unusual activity."
2654992,frame_4580.jpg,0,100,normal,"The image shows a person standing on the escalator steps, which is a normal and safe position. There are no visible signs of a fall, such as the person lying on the ground or any disarray on the escalator."
2654992,frame_4585.jpg,50,80,fallOnEscalator,"The person appears to be sitting on the escalator steps, which could suggest they have fallen or are in a precarious position. However, without additional context, it's not possible to determine the exact cause."
2654992,frame_4590.jpg,90,85,fallOnEscalator,"The person appears to be lying on the escalator steps, which suggests they may have fallen. The position and the fact that they are not standing or moving indicate a higher likelihood of a fall."
2654992,frame_4595.jpg,80,90,fallOnEscalator,"The image shows a person lying on an escalator, which suggests they may have fallen. The position and the context strongly indicate an incident, though the exact cause is not clear."
2654992,frame_4600.jpg,80,90,fallOnEscalator,"The person is lying on the escalator steps, which is an unusual and unsafe position, suggesting they may have fallen."
2654992,frame_4605.jpg,80,90,fallOnEscalator,"The person is lying on the escalator steps, which is a common position for someone who has fallen. The lack of other people nearby and the person's position on the steps suggest an incident."
2654992,frame_4610.jpg,0,100,normal,"The image shows a person standing upright on the escalator, holding onto the handrail, and there are no visible signs of a fall or any other incident."
2654992,frame_4615.jpg,0,100,normal,The person is standing upright and appears to be using the escalator normally without any signs of distress or imbalance.
2654992,frame_4620.jpg,50,80,fallOnEscalator,"The image shows a person lying on an escalator, which could suggest a fall. However, without additional context or motion, it's not definitive."
2654992,frame_4625.jpg,80,90,fallOnEscalator,"The person is lying on the escalator steps, which is a common position for someone who has fallen. The lack of other people nearby and the person's posture suggest an accidental fall."
2654992,frame_4630.jpg,80,90,fallOnEscalator,"The person appears to be lying on the escalator steps, which is an unusual position for someone using it normally. This suggests they may have fallen."
2654992,frame_4635.jpg,80,85,fallOnEscalator,"The image shows a person lying on an escalator, which suggests they may have fallen. The escalator is not in motion, and the person's position is unusual for someone who is simply using the escalator."
2654992,frame_4640.jpg,0,100,normal,"The image shows a person standing upright on the escalator, and there are no visible signs of a fall, such as a person lying down or objects scattered around."
2654992,frame_4645.jpg,0,100,normal,"The image shows a person standing upright on the escalator, and there are no visible signs of a fall, such as a person lying on the ground or an overturned bag. The escalator appears to be functioning normally."
2654992,frame_4650.jpg,0,100,normal,"The image shows a person standing upright on the escalator, and there are no visible signs of a fall, such as a person lying on the ground or an overturned bag. The escalator appears to be functioning normally."
2654992,frame_4655.jpg,0,100,normal,"The image shows a person standing upright on the escalator, and there are no visible signs of a fall, such as a person lying down or objects scattered around. The escalator appears to be functioning normally."
2654992,frame_4660.jpg,0,100,normal,"The image shows a person standing upright on the escalator, and there are no visible signs of a fall, such as a person lying on the ground or an overturned bag. The escalator appears to be functioning normally."
2654992,frame_4665.jpg,80,90,fallOnEscalator,"The image shows a person lying on the escalator steps, which suggests they may have fallen. The position and context strongly indicate an incident, though the exact cause isn't clear."
2654992,frame_4670.jpg,0,100,normal,"The image shows a person standing on the escalator, not in a position that suggests they have fallen. The escalator appears to be functioning normally without any visible obstructions or incidents."
2654992,frame_4675.jpg,80,85,fallOnEscalator,"The image shows a person lying on the escalator steps, which suggests they may have fallen. The position and context strongly indicate an incident, though the exact cause is not clear."
2654992,frame_4680.jpg,80,85,fallOnEscalator,"The person appears to be in a position that suggests they may have fallen or are struggling to get up on the escalator, which is a common scenario for falls."
2654992,frame_4685.jpg,80,90,fallOnEscalator,"The image shows a person lying on the escalator steps, which suggests they may have fallen. The position and context strongly indicate an incident, though the exact cause is not clear."
2654992,frame_4690.jpg,10,80,normal,"The person appears to be standing normally on the escalator, and there are no visible signs of distress or an accident."
2654992,frame_4695.jpg,0,100,normal,"The image shows a person standing on the escalator, not in a position that suggests they have fallen. The escalator appears to be functioning normally, and there are no visible signs of an accident or emergency."
2654992,frame_4700.jpg,10,80,normal,"The person appears to be standing normally on the escalator, and there are no visible signs of distress or an accident."
2654992,frame_4705.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The person on the escalator is standing upright, indicating no fall has occurred."
2654992,frame_4710.jpg,0,100,normal,"The image shows a person standing on the escalator steps, which is a normal and safe position. There are no visible signs of a fall, such as someone lying on the ground or an overturned stroller. The escalator appears to be functioning properly with no obstructions or malfunctions."
2654992,frame_4715.jpg,0,100,normal,"The image shows a person standing on the escalator, not in a position that suggests a fall has occurred. The escalator appears to be functioning normally, and there are no visible signs of an accident."
2654992,frame_4720.jpg,10,80,normal,"The image shows a person standing on an escalator, which is a common and safe way to use it. There are no visible signs of distress or an accident. The escalator appears to be functioning normally."
2654992,frame_4725.jpg,0,100,normal,"The escalator appears to be functioning normally with no visible obstructions or people in distress. The person on the escalator is standing upright, indicating no fall has occurred."
2655018,frame_4230.jpg,0,100,normal,The person is standing upright and appears to be using the escalator normally without any signs of a fall.
2655018,frame_4234.jpg,0,100,normal,"The person is standing upright and appears to be using the handrail properly, indicating they are not in a position that would suggest a fall."
2655018,frame_4239.jpg,0,100,normal,"The person is standing upright and holding onto the handrail, indicating they are using the escalator safely."
